stop_pattern_id,stop_id,stop_sequence,time_from_start
849_1,9134,0,0
849_1,9133,1,39
849_1,9138,2,101
849_1,9137,3,161
849_1,9875,4,280
849_1,9876,5,310
849_1,9877,6,376
849_1,9139,7,392
849_1,9141,8,480
849_1,9121,9,900
849_1,8103,10,1080
849_1,9135,11,1260
849_1,9136,12,1320
849_1,8152,13,1500
849_1,8161,14,1680
849_1,9197,15,1800
849_1,8159,16,1920
849_0,8159,0,0
849_0,8158,1,55
849_0,8156,2,180
849_0,9164,3,311
849_0,9165,4,362
849_0,8136,5,480
849_0,8135,6,540
849_0,9101,7,679
849_0,9102,8,744
849_0,8122,9,852
849_0,8120,10,900
849_0,8118,11,995
849_0,9134,12,1246
849_0,9133,13,1311
849_0,9138,14,1415
849_0,9137,15,1514
849_0,9875,16,1711
849_0,9876,17,1761
849_0,9877,18,1871
849_0,9139,19,1898
849_0,9141,20,2040
33_1,4369,0,0
33_1,4368,1,54
33_1,4367,2,124
33_1,4366,3,163
33_1,4365,4,270
33_1,4364,5,326
33_1,4363,6,386
33_1,4362,7,423
33_1,4361,8,459
33_1,4360,9,513
33_1,4329,10,571
33_1,4328,11,656
33_1,4327,12,720
33_1,4326,13,741
33_1,4325,14,754
33_1,4324,15,812
33_1,4323,16,864
33_1,4322,17,904
33_1,4321,18,941
33_1,4320,19,988
33_1,4319,20,1020
33_1,4317,21,1102
33_1,4316,22,1158
33_1,4315,23,1249
33_1,4314,24,1280
33_1,4313,25,1363
33_1,4312,26,1407
33_1,4311,27,1553
33_1,5519,28,1682
33_1,5520,29,1740
887_1,8858,0,0
887_1,8857,1,47
887_1,8856,2,76
887_1,8855,3,103
887_1,8854,4,141
887_1,8853,5,161
887_1,8852,6,186
887_1,8851,7,210
887_1,8850,8,252
887_1,8849,9,272
887_1,8848,10,308
887_1,8847,11,333
887_1,8846,12,406
887_1,8845,13,436
887_1,8844,14,473
887_1,8843,15,503
887_1,8842,16,584
887_1,8841,17,628
887_1,8840,18,678
887_1,8839,19,767
887_1,8838,20,863
887_1,8737,21,919
887_1,8735,22,972
887_1,8734,23,1008
887_1,8733,24,1031
887_1,8732,25,1055
887_1,8731,26,1086
887_1,8730,27,1135
887_1,9153,28,1176
887_1,9155,29,1229
887_1,9156,30,1250
887_1,9157,31,1324
887_1,9158,32,1375
887_1,9199,33,1404
33_0,5520,0,0
33_0,5012,1,17
33_0,5015,2,86
33_0,5312,3,257
33_0,5313,4,294
33_0,5315,5,398
33_0,5316,6,462
33_0,5317,7,518
33_0,5318,8,548
33_0,5319,9,600
33_0,5320,10,645
33_0,5321,11,700
33_0,5322,12,741
33_0,5323,13,805
33_0,5324,14,868
33_0,5325,15,954
33_0,5326,16,978
33_0,5327,17,1020
33_0,5328,18,1079
33_0,5329,19,1162
33_0,5360,20,1260
33_0,5361,21,1352
33_0,5362,22,1391
33_0,5363,23,1453
33_0,5364,24,1518
33_0,5365,25,1605
33_0,5366,26,1753
33_0,5367,27,1812
33_0,5368,28,1906
33_0,5369,29,1980
261_1,1148,0,0
261_1,1248,1,33
261_1,1150,2,68
261_1,1250,3,97
261_1,1252,4,131
261_1,1254,5,171
261_1,1256,6,198
261_1,1258,7,220
261_1,1260,8,245
261_1,1262,9,269
261_1,1264,10,309
261_1,1266,11,339
261_1,1269,12,395
261_1,1271,13,428
261_1,1273,14,458
261_1,1275,15,493
261_1,1286,16,540
261_1,1288,17,603
261_1,1290,18,652
261_1,1292,19,678
261_1,1294,20,723
261_1,1194,21,815
261_1,1001,22,900
887_0,8152,0,0
887_0,8163,1,158
887_0,8161,2,303
887_0,8159,3,540
887_0,8158,4,579
887_0,8157,5,681
887_0,8155,6,804
887_0,8154,7,850
887_0,8153,8,901
887_0,9730,9,965
887_0,9731,10,1039
887_0,9732,11,1065
887_0,9733,12,1106
887_0,9735,13,1178
887_0,9736,14,1224
887_0,9837,15,1261
887_0,9838,16,1388
887_0,9839,17,1530
887_0,9840,18,1677
887_0,9841,19,1763
887_0,9842,20,1813
887_0,9843,21,1935
887_0,9844,22,1986
887_0,9845,23,2051
887_0,9846,24,2089
887_0,9847,25,2203
887_0,9848,26,2238
887_0,9849,27,2284
887_0,8862,28,2315
887_0,9851,29,2375
887_0,9852,30,2409
887_0,9853,31,2445
887_0,9854,32,2472
887_0,9855,33,2529
887_0,9856,34,2568
887_0,9857,35,2602
887_0,9858,36,2700
261_0,1001,0,0
261_0,1002,1,63
261_0,1100,2,117
261_0,1102,3,170
261_0,1200,4,235
261_0,1204,5,318
261_0,1206,6,364
261_0,1208,7,420
261_0,1211,8,465
261_0,1213,9,502
261_0,1215,10,532
261_0,1217,11,568
261_0,1228,12,629
261_0,1230,13,661
261_0,1232,14,702
261_0,1234,15,728
261_0,1236,16,754
261_0,1238,17,785
261_0,1240,18,810
261_0,1242,19,849
261_0,1244,20,880
261_0,1146,21,918
261_0,1148,22,960
611_1,4396,0,0
611_1,4395,1,76
611_1,4394,2,124
611_1,4393,3,157
611_1,4392,4,195
611_1,4391,5,273
611_1,4390,6,350
611_1,4389,7,433
611_1,4388,8,507
611_1,4387,9,553
611_1,4386,10,599
611_1,4385,11,652
611_1,4384,12,718
611_1,4383,13,767
611_1,4382,14,800
611_1,4381,15,858
611_1,4320,16,1014
611_1,4319,17,1071
611_1,4317,18,1169
611_1,4316,19,1236
611_1,4315,20,1345
611_1,4314,21,1382
611_1,4313,22,1481
611_1,4312,23,1534
611_1,5104,24,1740
611_1,5112,25,1852
611_1,4113,26,2040
611_1,5102,27,2400
JVL_1,JOHN,0,0
JVL_1,RARO,1,120
JVL_1,KHAN1,2,300
JVL_1,BOXH,3,420
JVL_1,SIML,4,480
JVL_1,AWAR,5,600
JVL_1,NGAI1,6,720
JVL_1,CROF,7,840
JVL_1,WELL,8,1380
56_0,5000,0,0
56_0,5002,1,95
56_0,5515,2,238
56_0,5006,3,367
56_0,5008,4,521
56_0,5010,5,676
56_0,5012,6,741
56_0,5014,7,891
56_0,5016,8,1020
56_0,5018,9,1060
56_0,5020,10,1088
56_0,5022,11,1120
56_0,5024,12,1142
56_0,5025,13,1172
56_0,5026,14,1221
56_0,5028,15,1288
56_0,3260,16,1358
56_0,3262,17,1524
56_0,3264,18,1555
56_0,3266,19,1663
56_0,3600,20,1777
56_0,3602,21,1806
56_0,3604,22,1849
56_0,3606,23,1871
56_0,3608,24,1920
56_0,3610,25,1961
56_0,3410,26,1986
56_0,3412,27,2003
56_0,3414,28,2044
56_0,3612,29,2103
56_0,3614,30,2162
56_0,3616,31,2198
56_0,3618,32,2244
56_0,3620,33,2279
56_0,3622,34,2320
56_0,3624,35,2364
56_0,3482,36,2409
56_0,3002,37,2526
56_0,3250,38,2640
JVL_0,WELL,0,0
JVL_0,CROF,1,480
JVL_0,NGAI2,2,600
JVL_0,AWAR,3,720
JVL_0,SIML,4,840
JVL_0,BOXH,5,900
JVL_0,KHAN2,6,1080
JVL_0,RARO,7,1260
JVL_0,JOHN,8,1380
56_1,3250,0,0
56_1,3400,1,129
56_1,3500,2,185
56_1,3502,3,221
56_1,3504,4,257
56_1,3506,5,294
56_1,3508,6,330
56_1,3510,7,372
56_1,3512,8,406
56_1,3514,9,429
56_1,3466,10,472
56_1,3468,11,534
56_1,3470,12,547
56_1,3540,13,600
56_1,3542,14,631
56_1,3544,15,681
56_1,3546,16,737
56_1,3548,17,794
56_1,3550,18,849
56_1,3254,19,1193
56_1,3256,20,1319
56_1,3258,21,1614
56_1,5486,22,1775
56_1,5488,23,1858
56_1,5490,24,1961
56_1,5492,25,1998
56_1,5494,26,2031
56_1,5496,27,2095
56_1,5498,28,2150
56_1,5500,29,2220
56_1,5502,30,2327
56_1,5506,31,2479
56_1,5508,32,2578
56_1,5510,33,2750
56_1,5513,34,2920
56_1,5514,35,3067
56_1,5516,36,3180
114_0,8580,0,0
114_0,9582,1,66
114_0,8539,2,119
114_0,8538,3,155
114_0,8559,4,240
114_0,8558,5,292
114_0,8556,6,350
114_0,8555,7,381
114_0,8554,8,415
114_0,8553,9,447
114_0,8552,10,497
114_0,8551,11,522
114_0,8550,12,559
114_0,8548,13,600
114_0,8547,14,658
114_0,8544,15,760
114_0,8543,16,820
114_0,8542,17,879
114_0,8540,18,1016
114_0,9525,19,1080
18_1,7241,0,0
18_1,7240,1,24
18_1,7239,2,54
18_1,7238,3,87
18_1,7237,4,108
18_1,7236,5,146
18_1,7235,6,166
18_1,7234,7,187
18_1,7083,8,240
18_1,7080,9,271
18_1,7028,10,505
18_1,7027,11,548
18_1,7026,12,600
18_1,7025,13,643
18_1,7024,14,715
18_1,7023,15,788
18_1,7022,16,845
18_1,7021,17,878
18_1,7020,18,948
18_1,7019,19,987
18_1,7018,20,1023
18_1,7017,21,1080
18_1,7918,22,1141
18_1,7917,23,1196
18_1,7915,24,1288
18_1,7914,25,1380
18_1,7913,26,1462
18_1,7912,27,1563
18_1,7911,28,1643
18_1,7909,29,1740
18_1,7908,30,1811
18_1,7907,31,1880
18_1,5914,32,1953
18_1,5915,33,2100
18_1,5916,34,2169
18_1,5917,35,2220
18_1,5918,36,2265
18_1,5319,37,2340
18_1,5320,38,2395
18_1,5321,39,2462
18_1,5322,40,2511
18_1,5323,41,2589
18_1,5324,42,2665
18_1,5325,43,2769
18_1,5326,44,2799
18_1,5327,45,2846
18_1,5328,46,2892
18_1,5329,47,2957
18_1,5330,48,3006
18_1,5331,49,3076
18_1,5332,50,3120
114_1,9525,0,0
114_1,9540,1,37
114_1,9541,2,86
114_1,9542,3,103
114_1,9543,4,133
114_1,9544,5,156
114_1,9545,6,183
114_1,9546,7,199
114_1,9548,8,240
114_1,9550,9,274
114_1,9551,10,303
114_1,9552,11,340
114_1,9553,12,386
114_1,9554,13,426
114_1,9555,14,452
114_1,9556,15,481
114_1,9558,16,544
114_1,9559,17,600
114_1,9538,18,746
114_1,9539,19,803
114_1,8582,20,892
114_1,8580,21,960
18_0,4332,0,0
18_0,4331,1,40
18_0,4330,2,85
18_0,4329,3,104
18_0,4328,4,165
18_0,4327,5,206
18_0,4326,6,230
18_0,4325,7,244
18_0,4324,8,308
18_0,4323,9,366
18_0,4322,10,410
18_0,4321,11,451
18_0,4320,12,502
18_0,4319,13,540
18_0,4918,14,618
18_0,4917,15,666
18_0,4916,16,746
18_0,4915,17,840
18_0,6906,18,976
18_0,6908,19,1085
18_0,6909,20,1140
18_0,6911,21,1252
18_0,6913,22,1374
18_0,6914,23,1500
18_0,6915,24,1582
18_0,6917,25,1703
18_0,6918,26,1738
18_0,6055,27,1800
18_0,6019,28,1920
18_0,6021,29,2031
18_0,6022,30,2089
18_0,6023,31,2160
18_0,6024,32,2264
18_0,6025,33,2322
18_0,6026,34,2359
18_0,6224,35,2400
18_0,6027,36,2440
18_0,6028,37,2460
18_0,6080,38,2612
18_0,6081,39,2640
18_0,6234,40,2774
18_0,6235,41,2821
18_0,6236,42,2877
18_0,6237,43,2992
18_0,6238,44,3054
18_0,6239,45,3122
18_0,6240,46,3221
18_0,6241,47,3300
717_0,6011,0,0
717_0,6014,1,121
717_0,6015,2,188
717_0,6016,3,243
717_0,6055,4,284
717_0,6019,5,381
717_0,6021,6,471
717_0,6022,7,518
717_0,6023,8,575
717_0,6024,9,660
717_0,6025,10,707
717_0,6026,11,737
717_0,6224,12,766
717_0,6027,13,835
717_0,6028,14,869
717_0,6080,15,1131
717_0,6081,16,1176
717_0,6087,17,1271
717_0,6088,18,1338
717_0,6089,19,1410
717_0,6036,20,1428
717_0,6037,21,1473
717_0,6038,22,1517
717_0,6039,23,1590
717_0,6040,24,1621
717_0,6041,25,1675
717_0,6042,26,1734
717_0,7042,27,1800
901_0,8461,0,0
901_0,9463,1,88
901_0,9464,2,131
901_0,9465,3,174
901_0,9466,4,241
901_0,9567,5,290
901_0,9568,6,355
901_0,9569,7,407
901_0,9570,8,470
901_0,9571,9,503
901_0,9572,10,543
901_0,9573,11,591
901_0,9574,12,626
901_0,9575,13,664
901_0,8579,14,780
901_0,9583,15,936
901_0,9584,16,1013
901_0,9585,17,1063
901_0,9586,18,1115
901_0,9587,19,1182
901_0,9688,20,1276
901_0,9689,21,1344
901_0,9690,22,1408
901_0,9691,23,1495
901_0,9692,24,1580
901_0,9693,25,1665
901_0,9694,26,1747
901_0,9601,27,1786
901_0,9602,28,1844
901_0,9604,29,1895
901_0,9605,30,1980
465_0,2527,0,0
465_0,2533,1,508
465_0,2525,2,600
465_0,2511,3,859
465_0,2622,4,928
465_0,2623,5,982
465_0,2535,6,1045
465_0,2583,7,1139
465_0,2625,8,1183
465_0,2627,9,1329
465_0,2628,10,1409
465_0,2629,11,1486
465_0,2751,12,1800
465_0,2503,13,1893
465_0,2501,14,1929
465_0,2504,15,1964
465_0,2506,16,2000
465_0,2508,17,2026
465_0,2510,18,2063
465_0,2512,19,2094
465_0,2514,20,2118
465_0,2516,21,2160
465_0,2518,22,2179
465_0,2520,23,2210
465_0,2522,24,2255
465_0,2524,25,2292
465_0,2526,26,2360
465_0,2528,27,2415
465_0,2530,28,2456
465_0,2532,29,2487
465_0,2534,30,2520
465_0,2536,31,2546
465_0,2538,32,2572
465_0,2540,33,2600
465_0,2541,34,2637
465_0,2543,35,2666
465_0,2712,36,2678
465_0,2547,37,2685
465_0,2549,38,2718
465_0,2716,39,2757
465_0,2718,40,2801
465_0,2720,41,2829
465_0,2722,42,2848
465_0,2724,43,2884
465_0,2726,44,2903
465_0,2728,45,2928
465_0,2730,46,2968
465_0,2732,47,2994
465_0,2734,48,3051
465_0,2736,49,3079
465_0,2738,50,3125
465_0,2740,51,3174
465_0,2744,52,3240
465_1,2738,0,0
465_1,2740,1,49
465_1,2744,2,95
465_1,2748,3,166
465_1,2750,4,221
465_1,2752,5,263
465_1,2754,6,293
465_1,2756,7,315
465_1,2758,8,331
465_1,2760,9,370
465_1,2761,10,388
465_1,2762,11,412
465_1,2764,12,463
465_1,2765,13,499
465_1,2768,14,542
465_1,2554,15,587
465_1,2556,16,615
465_1,2558,17,644
465_1,2560,18,668
465_1,2562,19,693
465_1,2564,20,742
465_1,2566,21,768
465_1,2568,22,798
465_1,2570,23,861
465_1,2572,24,922
465_1,2574,25,973
465_1,2576,26,1004
465_1,2578,27,1043
465_1,2580,28,1064
465_1,2582,29,1110
465_1,2584,30,1134
465_1,2586,31,1169
465_1,2588,32,1197
465_1,2590,33,1231
465_1,2592,34,1265
465_1,2501,35,1297
465_1,2503,36,1333
465_1,2742,37,1440
465_1,2521,38,1612
465_1,2523,39,1747
465_1,2610,40,1772
465_1,2505,41,1842
465_1,2612,42,1921
465_1,2613,43,1948
465_1,2583,44,2032
465_1,2625,45,2077
465_1,2616,46,2289
465_1,2617,47,2344
465_1,2619,48,2479
465_1,2527,49,2640
465_1,2533,50,2894
465_1,2525,51,2940
901_1,8607,0,0
901_1,8604,1,59
901_1,8602,2,95
901_1,8601,3,133
901_1,8694,4,151
901_1,8693,5,209
901_1,8692,6,260
901_1,8691,7,316
901_1,8690,8,354
901_1,8689,9,413
901_1,8588,10,460
901_1,8587,11,508
901_1,8586,12,552
901_1,8585,13,593
901_1,8584,14,640
901_1,9580,15,754
901_1,8575,16,857
901_1,8573,17,902
901_1,8572,18,953
901_1,8571,19,991
901_1,8570,20,1019
901_1,8569,21,1099
901_1,8568,22,1130
901_1,8467,23,1179
901_1,8466,24,1239
901_1,8465,25,1301
901_1,8464,26,1354
901_1,8463,27,1401
901_1,8461,28,1428
442_0,2032,0,0
442_0,2781,1,223
442_0,2500,2,321
442_0,2502,3,425
442_0,2504,4,485
442_0,2506,5,545
442_0,2508,6,588
442_0,2510,7,649
442_0,2512,8,700
442_0,2514,9,740
442_0,2516,10,809
442_0,2518,11,840
442_0,2520,12,891
442_0,2522,13,965
442_0,2524,14,1026
442_0,2526,15,1138
442_0,2528,16,1229
442_0,2530,17,1296
442_0,2532,18,1347
442_0,2534,19,1402
442_0,2536,20,1444
442_0,2538,21,1487
442_0,2540,22,1533
442_0,2544,23,1644
442_0,2546,24,1716
442_0,2548,25,1800
755_0,6018,0,0
755_0,7028,1,135
755_0,7027,2,211
755_0,7026,3,298
755_0,7025,4,364
755_0,7024,5,474
755_0,7023,6,586
755_0,7022,7,674
755_0,7021,8,724
755_0,7020,9,831
755_0,7019,10,891
755_0,7018,11,946
755_0,7017,12,1028
755_0,7016,13,1111
755_0,7015,14,1194
755_0,7014,15,1273
755_0,7013,16,1435
755_0,7012,17,1502
755_0,6509,18,1736
755_0,5016,19,2280
634_0,3466,0,0
634_0,3468,1,63
634_0,3470,2,77
634_0,3610,3,129
634_0,3410,4,153
634_0,3412,5,169
634_0,3414,6,209
634_0,3416,7,259
634_0,3418,8,287
634_0,3420,9,330
634_0,3422,10,359
634_0,3424,11,410
634_0,3426,12,442
634_0,3428,13,534
634_0,3430,14,594
634_0,3432,15,622
634_0,3450,16,686
634_0,3434,17,761
634_0,3451,18,879
634_0,3972,19,1272
634_0,3210,20,1325
634_0,3212,21,1393
634_0,3214,22,1435
634_0,3216,23,1483
634_0,3218,24,1521
634_0,3234,25,1623
634_0,3295,26,1728
634_0,3239,27,1849
634_0,3273,28,1920
732_0,5112,0,0
732_0,4113,1,120
732_0,5102,2,300
732_0,5098,3,713
732_0,6012,4,966
732_0,6013,5,1010
732_0,6014,6,1095
732_0,6015,7,1154
732_0,6016,8,1203
732_0,6417,9,1285
732_0,6418,10,1354
732_0,6419,11,1412
732_0,6125,12,1495
732_0,6126,13,1531
732_0,6127,14,1563
732_0,6128,15,1629
732_0,6129,16,1660
732_0,6131,17,1733
732_0,6132,18,1770
732_0,6133,19,1827
732_0,6136,20,1896
732_0,6137,21,1968
732_0,6139,22,2043
732_0,6101,23,2074
732_0,6140,24,2099
732_0,6141,25,2126
732_0,6142,26,2151
732_0,6143,27,2200
732_0,6144,28,2229
732_0,6145,29,2288
732_0,6146,30,2340
732_0,6147,31,2386
732_0,6149,32,2451
732_0,6150,33,2478
732_0,6151,34,2497
732_0,6152,35,2537
732_0,6153,36,2580
732_0,6155,37,2671
732_0,6156,38,2718
732_0,6157,39,2765
732_0,6158,40,2820
634_1,3212,0,0
634_1,3214,1,44
634_1,3216,2,95
634_1,3218,3,135
634_1,3234,4,244
634_1,3295,5,356
634_1,3239,6,484
634_1,3273,7,545
634_1,3900,8,749
634_1,3451,9,1169
634_1,3435,10,1287
634_1,3448,11,1356
634_1,3452,12,1413
634_1,3454,13,1440
634_1,3456,14,1532
634_1,3458,15,1588
634_1,3460,16,1630
634_1,3462,17,1669
634_1,3464,18,1725
634_1,3466,19,1800
619_0,5104,0,0
619_0,4113,1,300
619_0,5102,2,540
619_0,5115,3,622
619_0,5116,4,690
619_0,5117,5,744
619_0,5118,6,775
619_0,5119,7,835
619_0,5120,8,871
619_0,5121,9,911
619_0,5123,10,942
619_0,5124,11,963
619_0,5125,12,1046
619_0,5126,13,1074
619_0,5127,14,1115
619_0,5128,15,1168
619_0,5129,16,1214
619_0,5135,17,1384
619_0,4136,18,1425
619_0,4936,19,1670
619_0,4935,20,1745
619_0,4934,21,1782
619_0,4932,22,1828
619_0,4931,23,1869
619_0,4930,24,1926
619_0,4929,25,1978
619_0,4928,26,2054
619_0,4927,27,2108
619_0,4926,28,2155
619_0,4925,29,2193
619_0,4924,30,2218
619_0,4923,31,2276
619_0,4922,32,2338
619_0,4921,33,2400
770_0,6018,0,0
770_0,6553,1,360
770_0,7223,2,481
770_0,7222,3,510
770_0,6010,4,1080
770_0,6014,5,1131
770_0,6015,6,1217
770_0,6016,7,1287
770_0,7918,8,1312
770_0,7746,9,1368
770_0,6748,10,1554
770_0,6749,11,1606
770_0,6750,12,1637
770_0,6751,13,1712
770_0,6752,14,1741
770_0,6753,15,1790
770_0,6754,16,1854
770_0,6755,17,1934
770_0,7732,18,2021
770_0,7731,19,2089
770_0,7730,20,2146
770_0,7729,21,2226
770_0,7728,22,2330
770_0,7726,23,2389
770_0,7725,24,2460
770_0,7724,25,2509
770_0,7723,26,2584
770_0,7722,27,2638
770_0,7721,28,2699
770_0,7700,29,2746
770_0,7719,30,2786
770_0,6761,31,2869
770_0,6762,32,2910
770_0,6763,33,2978
770_0,6764,34,3039
770_0,6765,35,3082
770_0,6766,36,3099
770_0,6767,37,3155
770_0,6768,38,3212
770_0,6769,39,3263
770_0,6770,40,3294
770_0,6771,41,3363
770_0,6772,42,3429
770_0,6773,43,3473
770_0,7774,44,3540
770_1,7774,0,0
770_1,7773,1,30
770_1,7772,2,57
770_1,7771,3,97
770_1,7770,4,132
770_1,7769,5,153
770_1,7768,6,190
770_1,7767,7,228
770_1,7766,8,263
770_1,7764,9,304
770_1,7763,10,340
770_1,7762,11,375
770_1,7761,12,405
770_1,6720,13,478
770_1,6721,14,537
770_1,6722,15,560
770_1,6723,16,594
770_1,6724,17,638
770_1,6725,18,671
770_1,6726,19,704
770_1,6727,20,724
770_1,6728,21,755
770_1,6729,22,801
770_1,6730,23,859
770_1,6732,24,923
770_1,7755,25,986
770_1,7754,26,1034
770_1,7753,27,1083
770_1,7752,28,1109
770_1,7751,29,1124
770_1,7750,30,1172
770_1,7749,31,1193
770_1,7748,32,1225
770_1,6746,33,1341
770_1,6917,34,1356
770_1,6918,35,1374
770_1,7016,36,1396
770_1,7015,37,1440
770_1,7014,38,1500
770_1,6553,39,2100
770_1,6224,40,2159
770_1,6018,41,2400
21_1,4396,0,0
21_1,4395,1,63
21_1,4394,2,103
21_1,4393,3,131
21_1,4392,4,163
21_1,4391,5,228
21_1,4390,6,292
21_1,4389,7,361
21_1,4388,8,422
21_1,4387,9,460
21_1,4386,10,499
21_1,4385,11,543
21_1,4384,12,598
21_1,4383,13,639
21_1,4382,14,666
21_1,4381,15,714
21_1,4320,16,844
21_1,4319,17,900
21_1,4918,18,963
21_1,4917,19,1001
21_1,4916,20,1065
21_1,4915,21,1140
21_1,6906,22,1363
21_1,6908,23,1542
21_1,6909,24,1629
21_1,7910,25,1699
21_1,5514,26,1771
21_1,5516,27,1860
21_1,6212,28,1928
21_1,6213,29,1965
21_1,6214,30,2013
21_1,6215,31,2048
21_1,6216,32,2140
21_1,6217,33,2187
21_1,6218,34,2269
21_1,6219,35,2297
21_1,6220,36,2335
21_1,6221,37,2367
21_1,6553,38,2444
21_1,6224,39,2515
21_1,6027,40,2580
21_1,6028,41,2612
21_1,6007,42,2992
21_1,6033,43,3022
21_1,6034,44,3059
21_1,6090,45,3180
853_1,9051,0,0
853_1,9052,1,55
853_1,9053,2,85
853_1,9054,3,131
853_1,9055,4,174
853_1,9056,5,212
853_1,9057,6,242
853_1,9058,7,312
853_1,9065,8,447
853_1,9066,9,475
853_1,9067,10,508
853_1,9068,11,557
853_1,9069,12,602
853_1,9070,13,668
853_1,9071,14,708
853_1,9072,15,801
853_1,9113,16,1075
853_1,9114,17,1116
853_1,9115,18,1150
853_1,9101,19,1281
853_1,9102,20,1342
853_1,8122,21,1444
853_1,8120,22,1500
853_1,8118,23,1580
853_1,9135,24,1800
853_1,9136,25,1920
853_1,8165,26,2022
853_1,8164,27,2102
853_1,8163,28,2140
853_1,8161,29,2220
853_1,8159,30,2400
853_1,8158,31,2436
853_1,8156,32,2520
853_1,8152,33,2700
501_0,1203,0,0
501_0,1292,1,20
501_0,1294,2,45
501_0,1194,3,96
501_0,1626,4,840
501_0,1515,5,900
501_0,1500,6,1056
501_0,1637,7,1248
501_0,1638,8,1392
501_0,1522,9,1442
501_0,1524,10,1525
501_0,1526,11,1605
501_0,1528,12,1661
501_0,1530,13,1761
501_0,1532,14,1840
501_0,1534,15,2003
501_0,1536,16,2087
501_0,1538,17,2184
501_0,1540,18,2272
501_0,1542,19,2336
501_0,1544,20,2394
501_0,1546,21,2472
501_0,1548,22,2557
501_0,1550,23,2633
501_0,1552,24,2726
501_0,1554,25,2794
501_0,1557,26,2858
501_0,1559,27,2912
501_0,1560,28,3000
21_0,6091,0,0
21_0,5000,1,840
21_0,5002,2,890
21_0,6910,3,934
21_0,7909,4,998
21_0,7908,5,1073
21_0,7907,6,1145
21_0,5914,7,1222
21_0,5915,8,1380
21_0,5916,9,1484
21_0,5917,10,1560
21_0,5918,11,1628
21_0,5319,12,1740
21_0,5380,13,1791
21_0,5381,14,1885
21_0,5382,15,1928
21_0,5383,16,1949
21_0,5384,17,1992
21_0,5385,18,2033
21_0,5386,19,2074
21_0,5388,20,2133
21_0,5389,21,2195
21_0,5390,22,2261
21_0,5391,23,2313
21_0,5392,24,2362
21_0,5393,25,2389
21_0,5394,26,2414
21_0,5395,27,2442
21_0,5327,28,2580
7_0,6000,0,0
7_0,5502,1,60
7_0,5506,2,136
7_0,5508,3,186
7_0,5510,4,272
7_0,6708,5,356
7_0,6710,6,410
7_0,6711,7,463
7_0,6712,8,533
7_0,6713,9,584
7_0,6714,10,641
7_0,6715,11,686
7_0,6716,12,767
7_0,6718,13,831
7_0,6719,14,854
7_0,6720,15,900
7_0,6721,16,975
7_0,6722,17,1004
7_0,6723,18,1047
7_0,6724,19,1102
7_0,6725,20,1143
7_0,6726,21,1184
7_0,6727,22,1209
7_0,6728,23,1248
7_0,6729,24,1306
7_0,6733,25,1380
853_0,8120,0,0
853_0,8118,1,80
853_0,9135,2,300
853_0,9136,3,420
853_0,8165,4,523
853_0,8164,5,604
853_0,8163,6,643
853_0,9197,7,780
853_0,9158,8,854
853_0,9199,9,900
853_0,8106,10,1065
853_0,8073,11,1195
853_0,8072,12,1267
853_0,8071,13,1367
853_0,8070,14,1428
853_0,8069,15,1472
853_0,8068,16,1547
853_0,8067,17,1592
853_0,8066,18,1622
853_0,8065,19,1671
853_0,8064,20,1718
853_0,8058,21,1810
853_0,8057,22,1891
853_0,8055,23,1950
853_0,8054,24,1994
853_0,8053,25,2052
853_0,8052,26,2100
853_0,8055,27,2136
853_0,8054,28,2155
853_0,8053,29,2174
853_0,8052,30,2198
501_1,1536,0,0
501_1,1538,1,67
501_1,1540,2,128
501_1,1542,3,172
501_1,1544,4,212
501_1,1546,5,266
501_1,1548,6,325
501_1,1550,7,378
501_1,1552,8,443
501_1,1554,9,490
501_1,1557,10,534
501_1,1559,11,571
501_1,1560,12,624
501_1,1562,13,655
501_1,1564,14,756
501_1,1566,15,805
501_1,1568,16,883
501_1,1570,17,946
501_1,1572,18,983
501_1,1574,19,1044
501_1,1576,20,1072
501_1,1578,21,1108
501_1,1519,22,1200
501_1,1596,23,1323
501_1,1626,24,1423
501_1,1515,25,1500
7_1,7730,0,0
7_1,7729,1,40
7_1,7728,2,91
7_1,7726,3,120
7_1,7725,4,155
7_1,7724,5,179
7_1,7723,6,216
7_1,7722,7,242
7_1,7721,8,272
7_1,7700,9,300
7_1,7719,10,345
7_1,7718,11,408
7_1,7716,12,489
7_1,7715,13,611
7_1,7714,14,658
7_1,7713,15,752
7_1,7712,16,799
7_1,7711,17,887
7_1,7709,18,1004
7_1,7708,19,1070
7_1,5008,20,1178
7_1,5010,21,1276
7_1,5012,22,1317
7_1,5011,23,1401
7_1,5016,24,1500
29_1,7720,0,0
29_1,7719,1,20
29_1,6791,2,74
29_1,6792,3,119
29_1,6793,4,164
29_1,6794,5,219
29_1,6796,6,350
29_1,7146,7,413
29_1,7145,8,455
29_1,7144,9,486
29_1,7143,10,504
29_1,7142,11,536
29_1,7141,12,554
29_1,7140,13,576
29_1,7101,14,604
29_1,7100,15,629
29_1,6153,16,660
29_1,6155,17,733
29_1,6156,18,770
29_1,6157,19,807
29_1,6960,20,960
29_1,7960,21,1020
29_1,7959,22,1054
29_1,7958,23,1101
29_1,7956,24,1157
29_1,6954,25,1235
29_1,7955,26,1260
29_1,7954,27,1285
29_1,7953,28,1316
29_1,7952,29,1333
29_1,7951,30,1380
29_1,7950,31,1418
29_1,7949,32,1461
