stop_pattern_id,stop_id,stop_sequence,time_from_start
935_1,8504,7,137
935_1,8503,8,185
935_1,8502,9,225
935_1,8501,10,247
935_1,8584,11,273
935_1,8577,12,360
935_1,9559,13,600
935_1,9560,14,900
621_0,5112,0,0
621_0,4113,1,300
621_0,5102,2,600
621_0,5098,3,975
621_0,6212,4,1190
621_0,6213,5,1222
621_0,6214,6,1263
621_0,6215,7,1293
621_0,6216,8,1373
621_0,6217,9,1413
621_0,6218,10,1484
621_0,6219,11,1508
621_0,6220,12,1541
621_0,6221,13,1569
621_0,6222,14,1635
621_0,6223,15,1658
621_0,6224,16,1686
621_0,6027,17,1742
621_0,6028,18,1770
621_0,6030,19,2004
621_0,6031,20,2040
621_0,6232,21,2085
621_0,6234,22,2197
621_0,6235,23,2219
621_0,6236,24,2245
621_0,6237,25,2299
621_0,6238,26,2328
621_0,6239,27,2360
621_0,6240,28,2406
621_0,6241,29,2442
621_0,6242,30,2507
621_0,6243,31,2546
621_0,6244,32,2583
621_0,6245,33,2643
621_0,6246,34,2700
935_0,9560,0,0
935_0,9559,1,120
935_0,9579,2,300
935_0,9583,3,389
935_0,9584,4,441
935_0,9501,5,473
935_0,9502,6,499
935_0,8511,7,600
935_0,8510,8,666
935_0,8509,9,731
935_0,8508,10,801
935_0,8507,11,871
935_0,8506,12,940
935_0,8505,13,1027
935_0,8504,14,1080
621_1,7247,0,0
621_1,7246,1,63
621_1,7245,2,100
621_1,7244,3,137
621_1,7242,4,162
621_1,7241,5,213
621_1,7240,6,236
621_1,7239,7,265
621_1,7238,8,298
621_1,7236,9,341
621_1,7235,10,361
621_1,7234,11,382
621_1,7232,12,452
621_1,6086,13,486
621_1,7031,14,492
621_1,7030,15,519
621_1,7028,16,615
621_1,7027,17,645
621_1,7224,18,671
621_1,7223,19,701
621_1,7222,20,717
621_1,7221,21,762
621_1,7220,22,788
621_1,7219,23,806
621_1,7218,24,822
621_1,7217,25,870
621_1,7216,26,897
621_1,7215,27,955
621_1,7214,28,980
621_1,7213,29,1002
621_1,7212,30,1026
621_1,5111,31,1263
621_1,5112,32,1299
621_1,4113,33,1320
621_1,5102,34,1371
742_1,6081,0,0
742_1,7274,1,65
742_1,7272,2,152
742_1,7271,3,198
742_1,7270,4,220
742_1,7269,5,249
742_1,7268,6,284
742_1,7267,7,326
742_1,7266,8,376
742_1,7265,9,412
742_1,7264,10,435
742_1,7263,11,465
742_1,7261,12,540
742_1,7260,13,753
742_1,7259,14,788
742_1,7258,15,840
742_1,7257,16,882
742_1,7256,17,918
742_1,7255,18,949
742_1,7253,19,1006
742_1,7252,20,1068
742_1,7251,21,1131
742_1,7028,22,1390
742_1,7027,23,1438
742_1,7026,24,1500
742_1,7025,25,1569
742_1,7024,26,1683
742_1,7023,27,1799
742_1,7022,28,1891
742_1,7021,29,1943
742_1,7020,30,2054
742_1,7019,31,2116
742_1,7018,32,2173
742_1,7017,33,2258
742_1,7016,34,2345
742_1,7015,35,2431
742_1,7014,36,2520
742_1,6008,37,2940
20_0,5516,0,0
20_0,6562,1,77
20_0,6563,2,110
20_0,6564,3,149
20_0,6565,4,259
20_0,6566,5,297
20_0,6567,6,331
20_0,6568,7,371
20_0,6569,8,397
20_0,6570,9,422
20_0,6571,10,472
20_0,7575,11,600
20_0,6572,12,869
20_0,6023,13,1032
20_0,6024,14,1105
20_0,6025,15,1146
20_0,6026,16,1172
20_0,6224,17,1200
742_0,6008,0,0
742_0,6010,1,180
742_0,6014,2,217
742_0,6015,3,280
742_0,6016,4,331
742_0,6055,5,369
742_0,6019,6,460
742_0,6021,7,544
742_0,6022,8,588
742_0,6023,9,642
742_0,6024,10,721
742_0,6025,11,765
742_0,6026,12,793
742_0,6224,13,820
742_0,6027,14,885
742_0,6028,15,917
742_0,6251,16,1157
742_0,6252,17,1223
742_0,6253,18,1272
742_0,6254,19,1308
742_0,6255,20,1342
742_0,6256,21,1372
742_0,6257,22,1401
742_0,6258,23,1455
742_0,6259,24,1501
742_0,6260,25,1532
742_0,6261,26,1723
742_0,6262,27,1790
742_0,6263,28,1828
742_0,6264,29,1857
742_0,6265,30,1900
742_0,6266,31,1942
742_0,6267,32,2010
742_0,6268,33,2058
742_0,6269,34,2106
742_0,6270,35,2155
742_0,6271,36,2173
742_0,6272,37,2253
742_0,6273,38,2306
742_0,6274,39,2356
742_0,7083,40,2460
262_1,1148,0,0
262_1,1150,1,73
262_1,1152,2,136
262_1,1154,3,173
262_1,1156,4,195
262_1,1158,5,234
262_1,1160,6,265
262_1,1162,7,290
262_1,1164,8,321
262_1,1166,9,341
262_1,1168,10,365
262_1,1170,11,393
262_1,1172,12,412
262_1,1174,13,449
262_1,1176,14,484
262_1,1180,15,540
262_1,1182,16,626
262_1,1184,17,647
262_1,1186,18,729
262_1,1188,19,789
262_1,1190,20,822
262_1,1192,21,897
262_1,1194,22,958
262_1,1001,23,1020
667_0,5328,0,0
667_0,5329,1,79
667_0,5330,2,139
667_0,5331,3,224
667_0,5332,4,270
667_0,4332,5,300
667_0,4331,6,359
667_0,5341,7,438
667_0,5342,8,474
667_0,5343,9,527
667_0,5344,10,572
667_0,5345,11,602
667_0,5346,12,660
667_0,5347,13,706
667_0,5348,14,741
667_0,5349,15,774
667_0,5350,16,829
667_0,5351,17,861
667_0,4352,18,900
667_1,4352,0,0
667_1,4351,1,49
667_1,4350,2,86
667_1,4349,3,152
667_1,4348,4,195
667_1,4347,5,255
667_1,4346,6,303
667_1,4345,7,378
667_1,4344,8,425
667_1,4343,9,481
667_1,4342,10,552
667_1,4341,11,602
667_1,5328,12,879
667_1,5329,13,962
667_1,5330,14,1025
667_1,5331,15,1114
667_1,5332,16,1162
667_1,4332,17,1200
300_1,2790,0,0
300_1,2702,1,788
300_1,2142,2,814
300_1,2144,3,849
300_1,2146,4,873
300_1,2148,5,891
300_1,2150,6,938
300_1,2152,7,954
300_1,2154,8,979
300_1,2156,9,993
300_1,2158,10,1015
300_1,2160,11,1029
300_1,2162,12,1051
300_1,2164,13,1079
300_1,2166,14,1100
300_1,2168,15,1124
300_1,2170,16,1148
300_1,2172,17,1174
300_1,2174,18,1194
300_1,2176,19,1211
300_1,2178,20,1224
300_1,2005,21,1305
300_1,2006,22,1329
300_1,2008,23,1348
300_1,2800,24,1410
300_1,2802,25,1438
300_1,2804,26,1459
300_1,2806,27,1484
300_1,2808,28,1505
300_1,2810,29,1529
300_1,2812,30,1552
300_1,2814,31,1568
300_1,2816,32,1609
300_1,2906,33,1712
300_1,2908,34,1726
300_1,2910,35,1745
300_1,2911,36,1761
300_1,2842,37,1800
39_1,6960,0,0
39_1,6133,1,50
39_1,6134,2,98
39_1,7157,3,185
39_1,7156,4,228
39_1,7155,5,274
39_1,7153,6,360
39_1,6100,7,394
39_1,6101,8,445
39_1,6140,9,466
39_1,6141,10,488
39_1,6142,11,509
39_1,6143,12,550
39_1,6144,13,574
39_1,6145,14,624
39_1,6146,15,667
39_1,7796,16,750
39_1,7795,17,792
39_1,7794,18,909
39_1,7793,19,988
39_1,7792,20,1039
39_1,7791,21,1096
39_1,7718,22,1200
39_1,7716,23,1276
39_1,7715,24,1390
39_1,7714,25,1434
39_1,7713,26,1522
39_1,7712,27,1566
39_1,7711,28,1648
39_1,7709,29,1757
39_1,7708,30,1819
39_1,5008,31,1920
39_1,5010,32,2012
39_1,5012,33,2051
39_1,5011,34,2130
39_1,5016,35,2220
300_0,2842,0,0
300_0,2913,1,27
300_0,2950,2,83
300_0,2952,3,127
300_0,2866,4,277
300_0,2868,5,362
300_0,2870,6,417
300_0,2872,7,449
300_0,2874,8,474
300_0,2876,9,515
300_0,2878,10,557
300_0,2880,11,616
300_0,2028,12,720
300_0,2030,13,765
300_0,2100,14,938
300_0,2102,15,962
300_0,2104,16,998
300_0,2105,17,1027
300_0,2106,18,1083
300_0,2108,19,1111
300_0,2110,20,1163
300_0,2112,21,1199
300_0,2114,22,1245
300_0,2116,23,1272
300_0,2118,24,1323
300_0,2120,25,1395
300_0,2122,26,1420
300_0,2124,27,1500
300_0,2126,28,1527
300_0,2128,29,1552
300_0,2778,30,1601
300_0,2780,31,1625
300_0,2790,32,2400
915a_0,9560,0,0
915a_0,8573,1,43
915a_0,8572,2,94
915a_0,8571,3,132
915a_0,8570,4,160
915a_0,9545,5,249
915a_0,8569,6,327
915a_0,8568,7,358
915a_0,8467,8,407
915a_0,8429,9,442
915a_0,8423,10,463
915a_0,8422,11,501
915a_0,8420,12,558
915a_0,8419,13,589
915a_0,8418,14,647
915a_0,8417,15,678
915a_0,8416,16,727
915a_0,8415,17,767
915a_0,8414,18,809
915a_0,8413,19,835
915a_0,8410,20,883
915a_0,8409,21,917
915a_0,9401,22,952
915a_0,9402,23,977
915a_0,9403,24,1014
915a_0,9404,25,1039
915a_0,9405,26,1061
915a_0,9406,27,1082
915a_0,9407,28,1117
915a_0,9408,29,1143
915a_0,9409,30,1175
915a_1,9410,0,0
915a_1,9411,1,39
915a_1,9412,2,138
915a_1,9414,3,206
915a_1,9415,4,254
915a_1,9416,5,300
915a_1,9417,6,393
915a_1,9418,7,440
915a_1,9419,8,526
915a_1,9420,9,577
915a_1,9422,10,670
915a_1,9423,11,731
915a_1,9429,12,759
915a_1,9567,13,813
915a_1,9568,14,898
915a_1,9545,15,1083
915a_1,9546,16,1112
915a_1,9570,17,1236
915a_1,9571,18,1279
915a_1,9572,19,1332
915a_1,9573,20,1395
915a_1,9560,21,1500
915a_1,9423,22,1537
915a_1,9429,23,1557
915a_1,9567,24,1590
915a_1,9568,25,1650
915a_1,9545,26,1745
915a_1,9546,27,1763
915a_1,9570,28,1830
915a_1,9571,29,1861
915a_1,9572,30,1899
915a_1,9573,31,1943
915a_1,9560,32,1993
764_1,4332,0,0
764_1,4331,1,68
764_1,4330,2,143
764_1,4329,3,175
764_1,4328,4,278
764_1,4327,5,348
764_1,4326,6,388
764_1,4325,7,412
764_1,4324,8,520
764_1,4323,9,617
764_1,4322,10,691
764_1,4321,11,760
764_1,4320,12,847
764_1,4319,13,900
764_1,4317,14,991
764_1,4316,15,1053
764_1,4315,16,1153
764_1,4314,17,1187
764_1,4313,18,1279
764_1,4312,19,1328
764_1,4311,20,1489
764_1,5098,21,1790
764_1,6012,22,2135
764_1,6013,23,2195
764_1,6010,24,2280
154_0,9001,0,0
154_0,9090,1,96
154_0,9092,2,194
154_0,9093,3,264
154_0,8099,4,420
154_0,8094,5,471
154_0,8098,6,525
154_0,8097,7,586
154_0,8096,8,660
154_0,8093,9,967
154_0,8091,10,993
154_0,8092,11,1040
154_0,8090,12,1131
154_0,8003,13,1263
154_0,8002,14,1305
154_0,9001,15,1320
154_0,8120,16,1920
154_0,9135,17,2160
154_0,9136,18,2220
154_0,8152,19,2400
154_0,8161,20,2580
154_0,9197,21,2700
154_0,9199,22,2820
39_0,6000,0,0
39_0,5502,1,96
39_0,5506,2,219
39_0,5508,3,299
39_0,5510,4,438
39_0,6708,5,573
39_0,6710,6,660
39_0,6711,7,746
39_0,6712,8,859
39_0,6713,9,941
39_0,6714,10,1032
39_0,6715,11,1104
39_0,6716,12,1234
39_0,6718,13,1336
39_0,6719,14,1380
39_0,6791,15,1448
39_0,6792,16,1503
39_0,6793,17,1558
39_0,6794,18,1624
39_0,6796,19,1784
39_0,7146,20,1861
39_0,7145,21,1912
39_0,7144,22,1949
39_0,7143,23,1972
39_0,7142,24,2011
39_0,7141,25,2032
39_0,7140,26,2059
39_0,7101,27,2093
39_0,7100,28,2123
39_0,6153,29,2160
39_0,6155,30,2262
39_0,6156,31,2314
39_0,6157,32,2367
39_0,6960,33,2580
444_0,2032,0,0
444_0,2781,1,185
444_0,2500,2,267
444_0,2501,3,386
444_0,2503,4,435
444_0,2742,5,557
444_0,2521,6,681
444_0,2523,7,778
444_0,2610,8,796
444_0,2505,9,847
444_0,2612,10,904
444_0,2613,11,923
444_0,2616,12,1000
444_0,2617,13,1039
444_0,2511,14,1087
444_0,2619,15,1135
444_0,2531,16,1246
444_0,2533,17,1474
444_0,2515,18,1551
444_0,2517,19,1628
444_0,2529,20,1740
421_0,3938,0,0
421_0,2100,1,197
421_0,2102,2,223
421_0,2104,3,262
421_0,2105,4,294
421_0,2106,5,356
421_0,2108,6,387
421_0,2316,7,486
421_0,2318,8,521
421_0,2320,9,573
421_0,2324,10,645
421_0,2326,11,698
421_0,2328,12,737
421_0,2330,13,778
421_0,2332,14,838
421_0,2334,15,886
421_0,2336,16,906
421_0,2338,17,950
421_0,2340,18,987
421_0,2342,19,1031
421_0,2112,20,1074
421_0,2114,21,1124
421_0,2116,22,1154
421_0,2118,23,1210
421_0,2120,24,1290
421_0,2122,25,1317
421_0,2124,26,1398
421_0,2125,27,1419
421_0,2126,28,1451
421_0,2128,29,1500
421_0,2130,30,1549
421_0,2132,31,1601
421_0,2134,32,1672
421_0,2136,33,1723
421_0,2138,34,1757
421_0,2140,35,1800
444_1,2529,0,0
444_1,2517,1,108
444_1,2515,2,191
444_1,2533,3,277
444_1,2531,4,501
444_1,2511,5,570
444_1,2622,6,625
444_1,2623,7,667
444_1,2535,8,717
444_1,2627,9,759
444_1,2628,10,822
444_1,2629,11,883
444_1,2751,12,1128
444_1,2503,13,1265
444_1,2501,14,1318
444_1,2596,15,1447
444_1,2783,16,1539
444_1,2032,17,1740
444_1,2032,18,1767
715_1,7338,0,0
715_1,7337,1,81
715_1,7336,2,170
715_1,7334,3,251
715_1,7333,4,293
715_1,7332,5,368
715_1,7330,6,470
715_1,7328,7,543
715_1,7327,8,617
715_1,7224,9,723
715_1,7223,10,796
715_1,7222,11,833
715_1,7221,12,939
715_1,7220,13,1007
715_1,7219,14,1050
715_1,7218,15,1088
715_1,7217,16,1213
715_1,7216,17,1278
715_1,7215,18,1417
715_1,6008,19,1560
715_1,6010,20,1680
429_0,2031,0,0
429_0,2786,1,26
429_0,2788,2,93
429_0,2789,3,140
429_0,2777,4,185
429_0,2771,5,204
429_0,2702,6,274
429_0,2142,7,318
429_0,2130,8,383
429_0,2132,9,429
429_0,2134,10,491
429_0,2136,11,536
429_0,2138,12,566
429_0,2140,13,589
429_0,2144,14,681
429_0,2704,15,745
429_0,2706,16,817
429_0,2530,17,900
753_0,6553,0,0
753_0,7223,1,143
753_0,7222,2,178
753_0,7221,3,278
753_0,7220,4,342
753_0,7219,5,382
753_0,7218,6,418
753_0,7217,7,537
753_0,7216,8,599
753_0,7215,9,731
753_0,7214,10,788
753_0,7213,11,851
753_0,7212,12,913
753_0,6509,13,1089
753_0,5016,14,1560
730_0,6008,0,0
730_0,6014,1,108
730_0,6015,2,167
730_0,6417,3,297
730_0,6418,4,366
730_0,6419,5,424
730_0,6125,6,507
730_0,6126,7,543
730_0,6127,8,575
730_0,6128,9,640
730_0,6129,10,671
730_0,6131,11,743
730_0,6132,12,780
730_0,6133,13,837
730_0,6134,14,901
730_0,6158,15,960
617_0,5102,0,0
617_0,4113,1,120
617_0,5311,2,240
617_0,5914,3,589
617_0,5915,4,716
617_0,5916,5,806
617_0,5917,6,872
617_0,5918,7,931
617_0,5319,8,1026
617_0,5320,9,1076
617_0,5321,10,1137
617_0,5322,11,1182
617_0,5323,12,1253
617_0,5324,13,1322
617_0,5325,14,1417
617_0,5326,15,1444
617_0,5327,16,1487
617_0,5328,17,1529
617_0,5329,18,1588
617_0,5330,19,1633
617_0,5331,20,1696
617_0,5332,21,1740
791_1,4332,0,0
791_1,4331,1,52
791_1,4330,2,110
791_1,4329,3,134
791_1,4328,4,213
791_1,4327,5,266
791_1,4326,6,296
791_1,4325,7,314
791_1,4324,8,396
791_1,4323,9,470
791_1,4322,10,527
791_1,4321,11,580
791_1,4320,12,646
791_1,4319,13,686
791_1,4918,14,763
791_1,4917,15,810
791_1,4916,16,889
791_1,4915,17,979
791_1,6906,18,1107
791_1,6908,19,1210
791_1,6909,20,1260
791_1,7012,21,1411
791_1,6212,22,1451
791_1,6213,23,1488
791_1,6214,24,1535
791_1,6215,25,1570
791_1,6216,26,1661
791_1,6217,27,1708
791_1,6218,28,1789
791_1,6219,29,1817
791_1,6220,30,1854
791_1,6221,31,1886
791_1,6553,32,1980
791_1,6224,33,2079
791_1,6027,34,2170
791_1,6028,35,2215
791_1,6007,36,2747
791_1,6033,37,2789
791_1,6034,38,2841
791_1,6090,39,3000
27_1,6730,0,0
27_1,6732,1,63
27_1,7755,2,125
27_1,7754,3,172
27_1,7753,4,221
27_1,7752,5,246
27_1,7751,6,261
27_1,7750,7,308
27_1,7749,8,329
27_1,7748,9,361
27_1,6746,10,480
27_1,7915,11,593
27_1,7914,12,681
27_1,7913,13,748
27_1,7912,14,831
27_1,7911,15,896
27_1,7910,16,955
27_1,5515,17,1038
27_1,5006,18,1113
27_1,5008,19,1203
27_1,5010,20,1294
27_1,5012,21,1332
27_1,5011,22,1410
27_1,5016,23,1500
791_0,6090,0,0
791_0,7912,1,1585
791_0,7911,2,1643
791_0,7909,3,1711
791_0,7908,4,1784
791_0,7907,5,1855
791_0,5914,6,1930
791_0,5915,7,2081
791_0,5916,8,2188
791_0,5917,9,2267
791_0,5918,10,2337
791_0,5319,11,2450
791_0,5320,12,2510
791_0,5321,13,2582
791_0,5322,14,2635
791_0,5323,15,2719
791_0,5324,16,2801
791_0,5325,17,2914
791_0,5326,18,2946
791_0,5327,19,2997
791_0,5328,20,3047
791_0,5329,21,3117
791_0,5330,22,3170
791_0,5331,23,3246
791_0,5332,24,3300
27_0,6000,0,0
27_0,5502,1,80
27_0,5506,2,182
27_0,5508,3,248
27_0,5510,4,363
27_0,5513,5,476
27_0,6910,6,563
27_0,6911,7,659
27_0,6913,8,768
27_0,6914,9,879
27_0,6915,10,953
27_0,7746,11,1080
27_0,6748,12,1208
27_0,6749,13,1244
27_0,6750,14,1265
27_0,6751,15,1316
27_0,6752,16,1336
27_0,6753,17,1370
27_0,6754,18,1414
27_0,6755,19,1469
27_0,7732,20,1529
27_0,7731,21,1576
27_0,7730,22,1620
251_0,1191,0,0
251_0,1194,1,80
251_0,1000,2,180
251_0,1002,3,300
251_0,1300,4,351
251_0,1302,5,366
251_0,1304,6,391
251_0,1423,7,476
251_0,1424,8,506
251_0,1468,9,673
251_0,1470,10,717
251_0,1472,11,729
251_0,1474,12,766
251_0,1477,13,803
251_0,1478,14,823
251_0,1410,15,1500
251_0,1411,16,1568
251_0,1412,17,1670
251_0,1413,18,1738
251_0,1414,19,1828
251_0,1415,20,1903
251_0,1416,21,1997
251_0,1417,22,2099
251_0,1418,23,2135
251_0,1419,24,2205
251_0,1420,25,2255
251_0,1426,26,2356
251_0,1425,27,2400
776_0,6018,0,0
776_0,6941,1,653
776_0,6942,2,750
776_0,7944,3,820
776_0,7943,4,875
776_0,6124,5,921
776_0,6125,6,953
776_0,6126,7,992
776_0,6127,8,1028
776_0,6128,9,1100
776_0,6129,10,1134
776_0,6131,11,1213
776_0,6132,12,1254
776_0,6133,13,1317
776_0,6136,14,1392
776_0,6137,15,1471
776_0,6139,16,1553
776_0,6101,17,1588
776_0,6140,18,1616
776_0,6141,19,1645
776_0,6142,20,1673
776_0,6143,21,1727
776_0,6144,22,1758
776_0,6145,23,1823
776_0,6146,24,1880
776_0,6147,25,1930
776_0,6149,26,2001
776_0,6150,27,2031
776_0,6151,28,2052
776_0,6152,29,2095
776_0,6153,30,2122
776_0,6155,31,2250
776_0,6156,32,2316
776_0,6157,33,2400
874_0,8959,0,0
874_0,8952,1,65
874_0,9901,2,104
874_0,9902,3,141
874_0,9903,4,197
874_0,9904,5,244
874_0,9905,6,288
874_0,8985,7,316
874_0,8984,8,337
874_0,9961,9,412
874_0,9962,10,449
874_0,9963,11,492
874_0,9964,12,532
874_0,9965,13,567
874_0,9966,14,592
874_0,9967,15,616
874_0,9968,16,666
874_0,9969,17,695
874_0,9970,18,724
874_0,8971,19,754
874_0,8970,20,783
874_0,8969,21,813
874_0,8968,22,848
874_0,8967,23,882
874_0,9977,24,948
874_0,9978,25,975
874_0,9979,26,1035
874_0,9980,27,1084
874_0,9981,28,1105
874_0,9982,29,1133
874_0,9983,30,1159
874_0,9984,31,1237
874_0,9985,32,1261
874_0,9906,33,1281
874_0,9907,34,1310
874_0,9908,35,1343
874_0,9909,36,1378
874_0,9910,37,1438
874_0,9911,38,1474
874_0,9912,39,1549
874_0,9913,40,1630
874_0,9915,41,1685
874_0,9916,42,1737
874_0,9917,43,1793
874_0,9918,44,1893
874_0,9919,45,1932
874_0,9920,46,1975
874_0,8921,47,2040
874_0,9920,48,2080
874_0,8921,49,2122
874_1,8921,0,0
874_1,8920,1,49
874_1,8919,2,91
874_1,8918,3,137
874_1,9912,4,250
874_1,9913,5,337
874_1,9915,6,396
874_1,9916,7,452
874_1,9917,8,512
874_1,8911,9,582
874_1,8910,10,622
874_1,8909,11,690
874_1,8908,12,724
874_1,8907,13,762
874_1,8985,14,823
874_1,8984,15,846
874_1,8983,16,932
874_1,8982,17,956
874_1,8981,18,991
874_1,8980,19,1012
874_1,8979,20,1066
874_1,8978,21,1120
874_1,8977,22,1163
874_1,9967,23,1217
874_1,9968,24,1271
874_1,9969,25,1302
874_1,9970,26,1333
874_1,8971,27,1365
874_1,8970,28,1396
874_1,8969,29,1428
874_1,8968,30,1466
874_1,8967,31,1503
874_1,8966,32,1537
874_1,8965,33,1568
874_1,8964,34,1607
874_1,8963,35,1649
874_1,8962,36,1699
874_1,8961,37,1732
874_1,8960,38,1768
874_1,8973,39,1835
874_1,8959,40,1920
874_1,8972,41,2100
874_1,9900,42,2220
507_0,1177,0,0
507_0,1183,1,378
507_0,1500,2,900
507_1,1596,0,0
507_1,1183,1,341
507_1,1177,2,600
911_0,8120,0,0
911_0,9462,1,900
911_0,9463,2,948
911_0,9464,3,1001
911_0,9465,4,1055
911_0,9466,5,1138
911_0,9567,6,1199
911_0,9568,7,1280
911_0,9569,8,1345
911_0,9570,9,1423
911_0,9571,10,1463
911_0,9572,11,1513
911_0,9573,12,1573
911_0,9574,13,1617
911_0,9575,14,1664
911_0,8580,15,1800
N1_0,5513,0,0
N1_0,5514,1,68
N1_0,5516,2,120
N1_0,6012,3,182
N1_0,6013,4,216
N1_0,6014,5,282
N1_0,6015,6,328
N1_0,6016,7,365
N1_0,6055,8,393
N1_0,6019,9,460
N1_0,6920,10,506
N1_0,6123,11,597
N1_0,6124,12,630
N1_0,6125,13,652
N1_0,6126,14,680
N1_0,6127,15,705
N1_0,6128,16,756
N1_0,6129,17,780
N1_0,6131,18,836
N1_0,6132,19,865
N1_0,6133,20,909
N1_0,6134,21,959
N1_0,6158,22,1000
N1_0,7158,23,1044
N1_0,7134,24,1085
N1_0,7960,25,1151
N1_0,7959,26,1184
N1_0,7958,27,1230
N1_0,7956,28,1284
N1_0,6954,29,1360
N1_0,7955,30,1382
N1_0,7954,31,1405
N1_0,7953,32,1434
N1_0,7952,33,1450
N1_0,7951,34,1493
N1_0,7950,35,1528
N1_0,7949,36,1568
N1_0,7948,37,1600
N1_0,7939,38,1632
N1_0,6931,39,1670
N1_0,6932,40,1710
N1_0,6933,41,1734
N1_0,6934,42,1765
N1_0,6935,43,1793
N1_0,7338,44,1850
N1_0,7337,45,1890
N1_0,7336,46,1934
N1_0,7334,47,1974
N1_0,7333,48,1995
N1_0,7332,49,2032
N1_0,7330,50,2082
N1_0,7328,51,2118
N1_0,7327,52,2154
N1_0,7026,53,2213
N1_0,7025,54,2243
N1_0,7024,55,2293
N1_0,7023,56,2343
N1_0,7022,57,2383
N1_0,7021,58,2405
N1_0,7020,59,2453
N1_0,7019,60,2480
N1_0,7018,61,2505
N1_0,7017,62,2542
N1_0,7016,63,2580
N1_0,7015,64,2617
N1_0,7014,65,2653
N1_0,7013,66,2726
N1_0,7012,67,2756
N1_0,6509,68,2862
N1_0,5513,69,3000
911_1,9580,0,0
911_1,8575,1,98
911_1,8573,2,136
911_1,8572,3,181
911_1,8571,4,213
911_1,8570,5,237
911_1,8569,6,305
911_1,8568,7,331
911_1,8467,8,373
911_1,8466,9,425
911_1,8465,10,478
911_1,8464,11,523
911_1,8463,12,563
911_1,8462,13,600
911_1,8120,14,1860
911_1,9135,15,2220
726_0,7919,0,0
726_0,6914,1,23
726_0,6915,2,83
726_0,6917,3,171
726_0,6918,4,196
726_0,6055,5,240
726_0,6119,6,338
726_0,6120,7,404
726_0,6121,8,459
726_0,6123,9,520
726_0,6124,10,575
726_0,6125,11,611
726_0,6126,12,656
726_0,6127,13,697
726_0,6128,14,780
726_0,6129,15,820
726_0,6131,16,912
726_0,6132,17,959
726_0,6133,18,1031
726_0,6136,19,1118
726_0,6137,20,1209
726_0,6139,21,1304
726_0,6101,22,1344
726_0,6140,23,1376
726_0,6141,24,1410
726_0,6142,25,1442
726_0,6143,26,1505
726_0,6144,27,1541
726_0,6145,28,1616
726_0,6146,29,1681
726_0,6149,30,1821
726_0,6150,31,1855
726_0,6151,32,1880
726_0,6152,33,1930
726_0,6153,34,1980
726_0,6155,35,2140
726_0,6156,36,2222
726_0,6157,37,2304
726_0,6158,38,2400
726_0,6157,39,2437
726_0,6158,40,2478
202_0,1855,0,0
202_0,1856,1,70
202_0,1949,2,128
202_0,1948,3,191
202_0,1960,4,215
202_0,1961,5,298
202_0,1962,6,360
202_0,1964,7,481
202_0,1942,8,518
202_0,1941,9,566
202_0,1965,10,597
202_0,1966,11,682
202_0,1967,12,724
202_0,1968,13,768
202_0,1969,14,841
202_0,1970,15,876
202_0,1971,16,894
202_0,1972,17,927
202_0,1973,18,979
202_0,1974,19,1059
202_0,1846,20,1180
202_0,1856,21,1351
202_0,1851,22,1401
202_0,1852,23,1454
202_0,1855,24,1500
681_1,3210,0,0
681_1,3212,1,55
681_1,3214,2,88
681_1,3216,3,127
681_1,3218,4,157
681_1,3220,5,193
681_1,3222,6,228
681_1,3224,7,257
681_1,3226,8,287
681_1,3228,9,325
681_1,3230,10,368
681_1,3232,11,399
681_1,3234,12,437
681_1,3236,13,480
681_1,3237,14,805
681_1,3976,15,953
681_1,3978,16,1033
681_1,3980,17,1130
681_1,3982,18,1194
681_1,3081,19,1357
681_1,3825,20,1661
681_1,3839,21,1740
WRL_0,WELL,0,0
WRL_0,PETO2,1,780
WRL_0,WATE2,2,1140
WRL_0,UPPE,3,2220
WRL_0,MAYM,4,2640
WRL_0,FEAT,5,3840
WRL_0,WOOD,6,4320
WRL_0,MATA,7,4620
WRL_0,CART,8,5160
WRL_0,SOLW,9,5820
WRL_0,RENA,10,6180
WRL_0,MAST,11,6300
726_1,7157,0,0
726_1,7156,1,30
726_1,7155,2,62
726_1,7153,3,120
726_1,7152,4,151
726_1,7151,5,194
726_1,7150,6,209
726_1,7149,7,244
726_1,7148,8,271
726_1,7147,9,309
726_1,7146,10,359
726_1,7145,11,427
726_1,7144,12,477
726_1,7143,13,507
726_1,7142,14,559
726_1,7141,15,588
726_1,7140,16,624
726_1,7101,17,670
726_1,7138,18,709
726_1,7137,19,771
726_1,7136,20,840
726_1,7133,21,926
726_1,7132,22,979
726_1,7131,23,1019
726_1,7129,24,1096
726_1,7128,25,1123
726_1,7126,26,1212
726_1,7125,27,1255
726_1,7124,28,1302
726_1,7123,29,1331
726_1,7122,30,1365
726_1,7121,31,1411
726_1,7120,32,1449
726_1,7018,33,1526
726_1,7017,34,1577
726_1,7918,35,1619
726_1,7917,36,1657
726_1,7915,37,1720
726_1,7914,38,1800
WRL_1,MAST,0,0
WRL_1,RENA,1,180
WRL_1,SOLW,2,420
WRL_1,CART,3,1080
WRL_1,MATA,4,1680
WRL_1,WOOD,5,1980
WRL_1,FEAT,6,2520
WRL_1,MAYM,7,3780
WRL_1,UPPE,8,4320
WRL_1,WATE1,9,5400
WRL_1,PETO1,10,5880
WRL_1,WELL,11,6600
130_0,9000,0,0
